"";"sKNotes:notes";"item ### type";"item ### note";
"6e0832ca-70d2-4443-b4e9-da2051df7d10";;"Note sur les numéros d'identification ### ";"Créee sans fiche papier ### ";"
"
"6e1399e5-d9b0-43c5-9543-26fc1c6fd38e";"";;;"
"
"6e366fae-6f91-439b-a6c0-328eaf578800";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ### ";"p. 50 du catalogue, ch. Animaux ###  ### n° 45 du catalogue, vignette en noir et blanc ### ";"
"
"6e3d8f12-f1da-4af1-8f24-ef2d4c18220b";;"Note sur les numéros d'identification ###  ### Note sur la localisation ### ";"NON VU lors du récolement 15/06/2015 ###  ### Localisé aux Musées d’Art et d’histoire, Le Havre, 11/03/2016 ### ";"
"
"6e3fb228-2edf-402e-8b36-72904a7b4557";;"Note sur le multimedia ### ";"Cliché Florian Kleinefenn ### ";"
"
"6e4dec97-681b-4787-9ba5-f8886c1e3d68";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ### ";"p. 49 du catalogue, ch. Animaux ###  ### n° 131 du catalogue, vignette en noir et blanc ### ";"
"
"6e58f1c9-a7de-4049-b3f5-86c29119d1be";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"NON VU lors du récolement 18/06/2015 ###  ### Envoi direct à la Mairie du Havre, sousdéposé arbitrairement au musée Malraux. ### ";"
"
"6e6ff528-3f0d-4f0c-9006-77f6b548d596";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 18/06/2015L’oeuvre est considérée comme détruite durant la deuxième guerre mondiale (destruction du muséum par les bombardements.) ### ";"
"
"6e72a097-3efa-48a1-bcda-81f30c55ea73";;"Note sur le statut juridique ### ";"Acquis avec 30 autres photographies en 2004 avec l'aide du Fonds Régional d'Acquisition des Musées de Haute-Normandie. ### ";"
"
"6e82f0ef-e34d-4cc0-96cb-98e28e146460";"";;;"
"
"6e9915b4-1e33-4128-b46f-7d687de1035a";;"note sur l'acquisition ### ";"attention l'identification de l'acquisition en 1901 (acquisition Skin non modifiable) est erronée : achat Lhullier 1887 ### ";"
"
"6e9c6a07-9818-468a-9732-8ddf76c7a851";"";;;"
"
"6ea569fc-c2c3-43bf-930d-6ff0fe5a4cdb";"";;;"
"
"6eba67b4-e664-4af8-a44c-8b4060a63c53";"";;;"
"
"6ebc3c75-6a0a-42cb-b79b-506b8fc816c1";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ###  ### note sur les expositions ### ";"\"Dépôt de l'Etat attribué le 11 janvier 1891, arrivé au musée le 2 avril 1892. Transfert de propriété de l'Etat à la ville du Havre, le 27 avril 2015.\"NON VU lors du récolement 12/06/2015 ###  ### Transfert accepté par délibération du conseil municipal du Havre du 14 juin 2011 ###  ### tableau acquis par l'état au Salon de 1891 (registre d'inventaire 1871-1957) ### ";"
"
"6ed9cbc9-5543-4bb4-b840-777336577f56";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 15/06/2015 ### ";"
"
"6edee67b-b8cc-4810-ac9b-8a618465c930";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"Extrait du livre \"Jazz\" n° 83.116NON VU lors du récolement 15/06/2015 ###  ### Extrait du livre \"Jazz\" n° d'inventaire 83.116. ### ";"
"
"6ef53b42-f510-4cb3-8d5c-ca2ca67a818b";;"Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ### ";"n° 73 du catalogue, vignette en noir et blanc ### ";"
"
"6efa524f-0b34-4d86-a8fd-36e27e9a9043";;"Note sur le multimedia ### ";"Cliché Florian Kleinefenn ### ";"
"
"6f060e7c-fd2b-48af-9791-2112af662250";"";;;"
"
"6f097fe6-d3f8-42c8-9495-73eb1dcedaf6";"";;;"
"
"6f0afbf5-6e15-4171-807f-01110be1230a";;"Date d'inscription au registre d'inventaire ### ";"19 mai 2015 ### ";"
"
"6f0c6408-074a-4730-b02b-5233319d135e";"";;;"
"
"6f15c2ea-aba5-4783-b5ec-2758944305b1";"";;;"
"
"6f2b097c-57c2-4b55-a792-ec259fbaf62d";;"Note sur l'exposition - 2011, Le Havre, Construire le musée imaginaire ### ";"Repr. p. 148 ### ";"
"
"6f4381fc-c5f7-4566-aa67-b3bf309ec566";"";;;"
"
"6f5da963-0973-45fd-8332-c0a39ee220fa";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ### ";"p. 53 du catalogue, ch. Animaux ###  ### n° 87 du catalogue, vignette noir et blanc ### ";"
"
"6f66fbb2-85ce-48fe-a3ff-463ad7d53747";;"Note sur le statut juridique ### ";"Offert par le groupe \"Regard - Parole\" à l\"occasion du 25e Salon de l'U.H.A.P.\" ### ";"
"
"6f6be076-0b55-4ef0-a12f-cf3a322f57cd";;"Note sur les numéros d'identification ### ";"Nombre de parties à déterminer. ### ";"
"
"6f86bb8b-022e-437b-84f1-282d776dbb17";"";;;"
"
"6f87aa56-7171-4159-aa33-e60af971a684";"";;;"
"
"6f8e94c3-77ff-4238-957d-871fea09ce7c";"";;;"
"
"6faaa374-9b4d-41a9-8e60-5a1aee7cc01e";"";;;"
"
"6fb91315-2b73-414e-9c11-10f4e3b2d5b2";;"Note sur les numéros d'identification ###  ### Récolement ### ";"NON VU au récolement 18/06/2015Présent aux musées historiques ###  ### Non trouvé sur les sources anciennes au moment du récolement, mais retrouvé dans des sources présentes aux musées historiques le 29 février par Pierre Poulain. Reynold Arnould. L'Ancien Havre, additif au catalogue 1955, Gravures, dessins, plans, portraits, objets divers concernant l'ancien Havre, janvier 1956, page 15. ### ";"
"
"6fd657ee-0e18-499b-b9d8-0afc1e43a8c4";"";;;"
"
"6fef3fda-7ca8-4a73-afa3-8425a35d14e3";"";;;"
"
"70088d88-a1e7-4268-996a-41e6e308351f";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ### ";"p. 53, ch. Animaux, sous le titre : Etude. 3 chevaux ###  ### n° 160 du catalogue, vignette en noir et blanc ### ";"
"
"7010c505-9f31-4da8-9a9c-c01b78b214a2";"";;;"
"
"70175715-e110-4a2a-93d5-ec7db3deafec";;"Note sur l'exposition - 2006-2007, Toulouse ###  ### Note sur l'exposition - 2011, Le Havre, Les dessins anciens du MuMa ### ";"p. 60 repr. sous le titre \"Groupe de femmes\" ###  ### n°6 ### ";"
"
"7052cc99-3a6a-4936-999d-df5710ef41b3";"";;;"
"
"705cdd00-93e3-403d-b6bc-02b8aeead781";"";;;"
"
"705ea30b-65d4-44c3-9c89-d09e17da4d2e";"";;;"
"
"707d3ed1-4b42-4d39-a3c1-db11677e344f";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 15/06/2015 ### ";"
"
"7080730c-d9b1-40ab-b247-41a03232529c";"";;;"
"
"70915191-d5d9-44f8-82ca-5e9af902f979";"";;;"
"
"70992c2c-aa88-4bf5-bdbc-c848ccbf220c";;"Note sur le multimedia ### ";"Imagette ### ";"
"
"709ea640-2a58-4fdf-850f-a63ca871bf67";"";;;"
"
"70ab2292-57fe-4f56-907b-588471a10657";;"Note sur l'exposition - 2009, Caen, Voyages pittoresques ###  ### Note sur l'exposition - 2010, Le Havre, Le Havre. Images sur commande ###  ### Note sur le statut juridique ### ";"Notice p.444 ###  ### Repr. p. 20 ###  ### Acquis avec 30 autres photographies en 2004 avec l'aide du Fonds Régional d'Acquisition des Musées de Haute-Normandie. ### ";"
"
"70ac1c56-1191-4490-a731-9596556a7f2e";"";;;"
"
"70ae618b-7769-4d85-a2be-00bd93328ed2";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 12/06/2015 ### ";"
"
"70c08c8d-0b2e-499f-a646-df16a883ac83";"";;;"
"
"70d1f1d8-869b-4c55-aedf-989a879e09d0";;"Note sur le multimedia ### ";"Cliché Florian Kleinefenn ### ";"
"
"70d6f62c-de38-42df-9bc6-8f87188603aa";;"Note sur le multimedia ### ";"D'après l'original de Velasquez, \"Menipo\", vers 1638, huile sur toile, 179 x 94 cm, Madrid, museo nacional del Prado ### ";"
"
"70e1be4e-3658-40c9-be99-e06dc9469187";"";;;"
"
"70f069c6-b289-4705-ad6a-e5f125c64c60";;"Note sur l'identification ### ";"Courrier de Madame Gaetan Dumas retrouvé en décembre 2016 attestant de l'envoi d'oeuvres (au pluriel mais nombre non précisé) choisies pour le musées par Reynold Arnould. Ferait partie de cet envoi ? Courrier mis au dossier d'oeuvre ### ";"
"
"710d5af0-90b2-45e7-a5f9-2e72f7f84ca5";"";;;"
"
"71292bc7-a485-4b47-bb39-8233b8437d05";;"Note sur le multimedia ### ";"Cliché Florian Kleinefenn ### ";"
"
"71321dc7-8d2b-401d-bcb8-cbd86d1db17a";"";;;"
"
"713a7d11-04f9-491c-bcee-311ec1660698";;"Note sur le statut juridique ### ";"1800 francs ### ";"
"
"713d4a0a-7f6c-477b-a9ae-0b4e0825f77c";"";;;"
"
"71452e1c-2aa6-4f64-9c4f-0f06bedc4839";"";;;"
"
"715d43ca-2b03-4487-bffd-bfa883a193cd";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ### ";"p. 45 du catalogue, ch. Animaux ###  ### n° 34 du catalogue, vignette en noir et blanc ### ";"
"
"717e8ef0-fc50-40b0-9da3-d835e752085b";"";;;"
"
"7196542e-a84b-42fa-8323-e9d8c7190d78";;"Note sur l'exposition - 1953-1954, Paris, MNAM, De Corot à nos jours ### ";"n° 62 p. 17 ### ";"
"
"71c2fa1f-7961-44c2-9ad2-189bd819d04d";;"Note sur l'exposition - 1982, Le Havre, musée, Chu Teh-Chun ### ";"1982, Le Havre, Exposition Chu Teh-Chun, Musée des Beaux-Arts André Malraux, 19 juin - 19 septembre. ### ";"
"
"71c6e83f-fc79-4eed-9dcc-ad6329048c50";"";;;"
"
"71d10344-334b-41c2-8564-7fb15c0b2d62";"";;;"
"
"71edacf9-1c27-4f3d-83c7-a88b78ed7250";;"Note sur l'exposition - 1970, Bordeaux, Rétrospective Dufy ###  ### Note sur l'exposition - 1977, Le Havre, Musée des Beaux-Arts ###  ### Note sur l'exposition - 1994, Tokyo, Musée de Bunkamura, Mer et musique ###  ### Note sur l'exposition - 2005, Coutances, R. DUFY. La mer. La lithographie ###  ### Note sur l'exposition - 2003, Honfleur, Un siècle de bains de mer dans l'e ###  ### Export DMF ### ";"n° 170 du catalogue ###  ### n° 49 du catalogue ###  ### n° 52 du catalogue, reprod. en noir et blanc p. 78 ###  ### n°25, non repr. ###  ### n° 228 du catalogue, reprod. p. 160 ### ";"
"
"72008af9-d2c4-4d56-b715-c82f80299bc4";"";;;"
"
"7244ef67-8808-46f8-aa06-dec35fab0ce5";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 12/06/2015 ### ";"
"
"7262df94-bb15-4125-98f7-411845a542f4";;"Note sur le statut juridique ### ";"achat de la Ville ### ";"
"
"727441a0-7996-47ed-8784-99d1b5f0ccca";"";;;"
"
"72798b4e-0b5c-4777-abf4-b68f91aac47c";;"Note sur l'exposition - 1893, Le Havre ### ";"n°349 ### ";"
"
"7289870d-a698-4969-b9c5-60ae07104f67";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ### ";"p. 51 du catalogue, ch. Animaux, sous le titre : Etude. Paysage. Vaches dans une prairie. 1er plan vache rousse ###  ### n° 26 du catalogue, vignette en noir et blanc ### ";"
"
"72f10560-78da-44ae-87cd-232dc39886e7";"";;;"
"
"72f66cbc-07c9-4d91-9d4d-e73abdb65da7";"";;;"
"
"730a8e96-d865-4282-81f5-b6c61da17657";;"Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2010, Le Havre, Degas inédit ### ";"s.n°. ###  ### s.n°. ### ";"
"
"730e6de7-ddbd-4eb7-80e5-77fcc4b9a13d";"";;;"
"
"73103660-572b-45b6-a267-4f725f5b18d6";"";;;"
"
"732dd7cd-3b26-43b5-af23-1ec61c4b7ac1";;"Note sur l'exposition - 1937, Paris, Exposition rétrospective Henri-Edmo ###  ### Note sur l'exposition - 2009, Le Havre, Henri-Edmond Cross ### ";"n° 115 à 119 (Dessins) ###  ### n° 22.4 pp. 62-65 repr. ### ";"
"
"73447a1f-9a87-4b07-9b3b-8fb1c2da0f06";;"Note sur le multimedia ### ";"Photo de charles Maslard ### ";"
"
"734f23ea-e431-4101-bcfc-e5b7366a1d2c";;"Note sur l'exposition - 1937, Paris, Exposition rétrospective Henri-Edmo ###  ### Note sur l'exposition - 2009, Le Havre, Henri-Edmond Cross ### ";"n°94-95 ###  ### n° 29 p. 78-79 repr ### ";"
"
"73533d60-71d7-4c28-a5f5-26fd2c1727b4";"";;;"
"
"7357c962-096a-42de-ab74-78dd1cf0e2e9";"";;;"
"
"73922f59-c0c8-48b1-b6e8-c7353ce86f60";;"Note sur l'exposition - 2013, Saint-Lô, De l'Impressionnisme à ... ### ";"Cat. 10, repr. p. 42, notice p. 74 ### ";"
"
"73a25802-b317-4982-8590-3ad2cc0c5fb3";"";;;"
"
"73a25f98-3a71-4998-9598-4a9db2cd4f58";;"Note sur l'exposition - 2011, Le Havre, La Jeunesse d'un musée ###  ### Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"n° 18 ###  ### \"Dépôt de l'Etat en 1872, transfert de propriété de l'Etat à la ville du Havre, le 27 avril 2015.\" ###  ### Transfert accepté par délibération du conseil municipal du Havre du 14 juin 2011 ### ";"
"
"73ba84e9-b149-4dd3-bf7d-63b0dbfc170c";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement du 28/04/2015 ### ";"
"
"73cd40c5-c529-4a55-8e7e-b34b095f63cc";"";;;"
"
"73d54bab-f9e2-4919-b42a-c23a31362e41";;"Note sur les numéros d'identification ###  ### Note sur la localisation ### ";"NON VU lors du récolement 15/06/2015 ###  ### Localisé aux Musées d’Art et d’histoire, Le Havre, 11/03/2016 ### ";"
"
"73e81486-4131-4602-9b38-5e37c9b6aaf9";;"Note sur les numéros d'identification ### ";"n°778 du registre d'inventaire 1871-1957Au dos de l'oeuvre, le n° inscrit est le 26 bisDoublon avec la fiche D 126 bis, \"non vu\" lors du récolement. Fiche supprimée. ### ";"
"
"73ff972f-ad2a-4db1-b9dc-214b46e14f10";"";;;"
"
"74041c33-c3e5-4ba1-bac6-77b7b9fd8652";"";;;"
"
"742a36e9-a8b7-4bd6-b7b1-3273cd14184c";;"Note sur les numéros d'identification ### ";"Une enveloppe lui est attachée, elle contient des morceaux de l'oeuvre. ### ";"
"
"742f7c15-4b39-4885-ba0b-15ec9045d952";;"Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2010, Le Havre, Degas inédit ### ";"s.n.° ###  ### s.n°. ### ";"
"
"7438c49c-81eb-4933-b373-0e1a0732d45b";;"Note sur l'exposition - 1953-1954, Paris, MNAM, De Corot à nos jours ###  ### Note sur l'exposition - 2011-2012, Le Havre, Les Territoires du désir ### ";"n° 75 du catalogue, p. 19 ###  ### Repr. p. 60 ### ";"
"
"74518bfc-d050-4627-927d-992831b9cf6c";"";;;"
"
"745f7223-5ade-4b0f-9436-237a457d083f";"";;;"
"
"745f8adc-53fe-470b-bcbe-7adcf133c6e3";"";;;"
"
"74731062-980f-479c-a08a-cc6c505765cc";"";;;"
"
"74a310b0-150c-4fc5-99c9-1d64834e4d3a";"";;;"
"
"74b55581-d0f1-4b7c-8037-f52383d4919c";;"Note sur l'exposition - 1989, Beauvais ###  ### Note sur l'exposition - 1996, Nantes, Paris, Plaisance ### ";"notice n° 75 p. 99 ###  ### p; 456 ### ";"
"
"74b5bbac-e247-4d6b-8e6e-0f0a1ef1a49d";;"Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2010, Le Havre, Degas inédit ### ";"s.n° ###  ### s.n° ### ";"
"
"74cd177a-2d1c-45a7-8f0f-93dc1e148571";;"Note sur l'exposition - 1975, Paris, galerie Schmit ###  ### Note sur l'exposition - 1984, Rome, Degas e l' Italia ###  ### Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2010, Le Havre, Degas inédit ### ";"n° 52, repr. 107 ###  ### n° 74, repr. ###  ### s.n°, repr. 14 p. 25 ###  ### s.n° ### ";"
"
"74d18f28-f794-4307-968e-27d51ff6fa37";"";;;"
"
"74d4d500-2790-428f-b296-277e0787363f";;"Note sur l'exposition - 1937, Paris, Exposition rétrospective Henri-Edmo ###  ### Note sur l'exposition - 2009, Le Havre, Henri-Edmond Cross ### ";"n° 115 à 119 (Dessins) ###  ### n° 22.5 pp. 62-65 repr. ### ";"
"
"74e98aa5-bdd0-49ee-8559-73f3b3e57e10";;"Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2009, Le Havre, Les nuages...là-bas...les merveill ###  ### Note sur l'exposition - 2014, Paris, Impression, soleil levant ### ";"Cat.8, pp-52-53 repr. ###  ### Pas représenté dans catalogue ###  ### n° 4 ### ";"
"
"0b34e501-fbbc-45c4-a582-4b34a0bd1148";;"Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2009, Le Havre, Les nuages...là-bas...les merveill ###  ### Note sur l'exposition - 2012, Paris, Le Cercle de l'Art moderne ### ";"Cat.°3, pp.48-49 repr. ###  ### Cat.4, p.24 ###  ### Cat.15, p.76 ### ";"
"
"0b3f305d-3346-4d63-b54a-ff258dfcbe3d";;"Note sur l'exposition - 1962, New York ###  ### Note sur l'exposition - 1963, Paris, Louvre, Donations Dufy ###  ### Note sur l'exposition - 1963, Le Havre, Musée-Maison de la ###  ### Note sur l'exposition - 1964, Lille, Colmar, Chambéry ###  ### Note sur l'exposition - 1977, Le Havre, Musée des Beaux-Arts ### ";"n° 37 ###  ### n° 56 du catalogue ###  ### n° 35 du catalogue ###  ### n° 36, pl. 27 ###  ### n° 39 du catalogue ### ";"
"
"0b442e20-0f97-4b63-8dde-4e0e11ee5e35";"";;;"
"
"0b49bc28-185b-494e-b4c9-55f652bdf818";"";;;"
"
"0b55d2e7-a668-4896-8dd2-9f9b37fcfe05";;"Note sur le statut juridique ### ";"Entré dans collections avant 1953. cf. Cat. Arnould. ### ";"
"
"0b5e5e7a-0ea8-4ae9-8042-bcf190f9bfc1";"";;;"
"
"0b913040-5240-4395-8c9a-31ce87c2e87d";;"Note sur le multimedia ### ";"Cliché Florian Kleinefenn ### ";"
"
"0ba4d66e-d435-4ee5-aadc-7920dfd1761c";;"Note sur l'exposition - 1953-1954, Paris, MNAM, De Corot à nos jours ###  ### Note sur l'exposition - 1954, Nice, Musée Masséna ###  ### Note sur l'exposition - 1959, Le Havre, Chambre de Commerce ###  ### Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1980, Le Havre, Musée, Armand Salacrou ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ###  ### Export DMF ### ";"n° 43 du catalogue ###  ### n° 5 du catalogue ###  ### n° 59 du catalogue ###  ### p. 17 du catalogue, ch. Animaux ###  ### n° 7 du catalogue ###  ### n° 132, vignette en noir et blanc. ### ";"
"
"0ba90a89-cd4f-465f-aac0-d26ae203ec47";"";;;"
"
"0bb79f5f-f278-4287-9797-79c208b5f53b";"";;;"
"
"0bbecb48-7112-4e1c-8a55-c4304e02c887";;"Note sur l'exposition - 1980, Le Havre, Musée, G.L.Jaulmes ### ";"n° 30 du catalogue ### ";"
"
"0bec65ff-2603-4120-a842-cdf499c38996";"";;;"
"
"0bf13fde-26be-47c5-92c9-749ad256f3f1";;"Note sur l'exposition - 2008, Saint-Brieuc, Phases à l'Ouest ### ";"Repr. p. 66 ### ";"
"
"0bf17bdf-e4af-4399-a45e-a5f3be1c9126";"";;;"
"
"0bf3093b-b5ef-468e-9f89-cbe8316c72fb";"";;;"
"
"0bf72aa9-c31f-4366-9e78-4623be9ca038";"";;;"
"
"0c13d2fa-4131-47f8-84a6-b0aee7e9267c";;"Note sur les numéros d'identification ### ";"NON VU au récolement 18/06/2015L’oeuvre serait détruite ### ";"
"
"0c151cbf-9458-4174-8c7f-c20c2c0d5750";;"Note sur l'exposition - 2007, Le Havre, Brasilia. Chandigarh. Le Havre ###  ### Note sur le statut juridique ### ";"p. 78 ###  ### Acquis avec 30 autres photographies en 2004 avec l'aide du Fonds Régional d'Acquisition des Musées de Haute-Normandie. ### ";"
"
"0c3de88d-aa0a-4498-bbc7-36288537705c";"";;;"
"
"0c42cf4b-7842-44bf-ba3c-e46ba0473559";"";;;"
"
"0c4826bc-8893-495c-9a11-8a5b0eed0545";;"Note sur l'exposition - 1909, Le Havre ### ";"n°14 ### ";"
"
"0c5a1ad7-9d37-43e0-8b58-c3fbbe0a5212";"";;;"
"
"0c68c59c-a08b-4708-a074-d1334440b66a";"";;;"
"
"0c704199-d613-4598-90a4-45151d9d9bcd";"";;;"
"
"0c79c9bb-4609-4c1b-aef9-2a184e120b0a";"";;;"
"
"0c7f6210-808e-449a-9cce-917d1bdaec5c";;"Note sur les données patrimoniales ###  ### Note sur le statut juridique ### ";"Sans doute acquis par la ville en 1927, en même temps qu'une peinture par le même artiste ###  ### Achat en même temps que le n° A 276, La Jeune Anglaise. ### ";"
"
"0c94f51d-7608-48dc-9d44-1579523276aa";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 15/06/2015 ### ";"
"
"0cbc8669-6366-409b-aea0-397ab3074652";"";;;"
"
"0cd0ff52-0888-4651-b1bd-9d258cb3ce35";"";;;"
"
"0ce03ede-343c-4543-a4e9-68f0e355a5aa";;"Note sur le multimedia ### ";"Cliché Michel Devarieux ### ";"
"
"0cedd069-7c0b-404f-84bd-a8a6fb9b7fbb";"";;;"
"
"0cf48fba-1f2d-467d-a1fc-33525f7fb90e";"";;;"
"
"0cf6e967-5b21-4b90-8acc-3be158f28503";"";;;"
"
"0cf7fcf9-8aa6-4f1f-89f7-d37eb9022a2b";"";;;"
"
"0d0c54c8-b55f-4bfc-bedd-08d200f0c8ca";"";;;"
"
"0d0db727-8daf-41cc-a29b-e4d9cd8869bc";"";;;"
"
"0d243701-bc3d-40d6-a568-f1d9f9b81808";"";;;"
"
"0d56a5c5-99e7-440c-a8a0-a1fc7b89721f";;"Note sur le multimedia ### ";"Cliché Florian Kleinefenn ### ";"
"
"0d5812e8-2d68-46b0-899c-42f1492545f5";;"Note sur le multimedia ### ";"photo prise à la sous-prefecture le 28/04/2015 ### ";"
"
"0d97075b-8a50-43a7-a955-aa5a88cdd813";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 15/06/2015 ### ";"
"
"0d99987f-b58b-4006-b0d0-f60f923e9de2";"";;;"
"
"0db73ccc-514b-4fc3-97be-fe889686b53a";"";;;"
"
"0db9a689-1162-44ba-bca9-66131dc3f1b1";"";;;"
"
"0dd9fc4d-4a07-405a-b48b-b1b159e8f094";"";;;"
"
"0dec4162-ee97-4f60-9b65-9e0103f259dd";"";;;"
"
"0df061b0-470f-44ee-a452-e0f3202a4f3d";;"Note sur l'exposition - 2009, Le Havre, Deuxième Donation ###  ### Note sur l'exposition - 2012, Le Havre, Nicolas de Staël ###  ### Note sur l'exposition - 2014, Le Havre, Nicolas de Staël ### ";"s. n° ###  ### Notice p. 10 repr. p. 11 et couv. ###  ### n°142 p. 191 ### ";"
"
"0e083239-edfc-4f18-a73f-fdfee305a647";"";;;"
"
"0e327ab8-0cde-467d-8240-f1efec5ba432";;"Note sur l'exposition - 2011, Le Havre, Gustave DORE, Episode du siège de ###  ### Note sur l'exposition - 2014, Paris, Ottawa ### ";"n° 1 ###  ### n° 146 ### ";"
"
"0e70c43f-7a99-4840-8bc0-5d7fe84f5b2b";"";;;"
"
"0e79d4ad-ab20-4697-85c5-ebda727341a7";;"Note sur l'exposition - 1879, Paris, Salon de 1879 ###  ### Note sur l'exposition - 2007-2008, Carcassonne, Chartres, Charleville, ###  ### Note sur l'exposition - 2011, Le Havre, La Jeunesse d'un musée ###  ### Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"N°456 ###  ### N°7 reprod. p.44 ###  ### n°23 ###  ### \"Dépôt de l'Etat en 1880, transfert de propriété de l'Etat à la ville du Havre, le 27 avril 2015.\" ###  ### Transfert accepté par délibération du conseil municipal du Havre du 14 juin 2011 ### ";"
"
"0e8308ee-4c5e-4ac7-aca9-906903229f88";;"Date d'inscription au registre d'inventaire ### ";"28 janvier 2008 ### ";"
"
"0ebdb44a-749c-4042-8ac9-2118571dc2ba";"";;;"
"
"0ec481cd-171a-44b4-8013-7b5264d8d572";"";;;"
"
"0eea0813-96da-484b-9d16-8167a3a46fd8";"";;;"
"
"0f02a755-2ce6-4c51-9bc2-5dc33157c33e";"";;;"
"
"0f05e7cd-1468-4e6d-bfac-be96d0956615";"";;;"
"
"0f147bb5-1c21-4a0e-8194-827f019cb8c0";;"Note sur les numéros d'identification ### ";"1 page ### ";"
"
"0f2b7cf2-fc80-49d7-a6e9-76c8a083f686";"";;;"
"
"0f355522-d4cd-42d0-b163-1b5f081ae72c";;"Note sur l'exposition - 1954, Knokke-le-Zout ###  ### Note sur l'exposition - 1963, Le Havre, Musée-Maison de la ###  ### Note sur l'exposition - 1967-1968, Tokyo, kyoto ###  ### Note sur l'exposition - 1973, Munich, Haus der Kunst, Dufy ###  ### Note sur l'exposition - 1977, Le Havre, Musée des Beaux-Arts ###  ### Note sur l'exposition - 2003, Céret, R. DUFY, du motif à la couleur ### ";"n° 38 du catalogue ###  ### n° 22 du catalogueComporte cette annotation : \"Sur le mur, au centre, le tableau de 1913 \"La Tour blanche\", à gauche la lithographie de la Grande Baigneuse (voir n° 17), en- dessous l'\"Atelier\" de 1909\". ###  ### n° 59 du catalogue, d'après Lafaille M., Catalogue raisonné t.3 ###  ### n° 56 du catalogue, reproduit p. 53 ###  ### n° 22 du catalogue ###  ### Reprod. en coul. p. 170, n° 40 du catalogue ### ";"
"
"0f418ce5-b552-45a1-b4f0-4347fcf3f153";;"Note sur le statut juridique ### ";"Oeuvre acquise au Salon des Jeunes Artistes Havrais ### ";"
"
"0f537ab0-d94e-4924-a46d-5b31a30e1072";"";;;"
"
"0f5eabaf-8f70-46eb-a36d-fa6ad28fb1e4";;"Note sur le multimedia ### ";"Cliché Michel Devarieux ### ";"
"
"0f630f36-2696-4b6c-88a8-c6195e50f0ae";"";;;"
"
"0f654efc-661b-4632-bd6c-2670f4cf1f23";"";;;"
"
"0f707f69-04fc-4d3c-80eb-d6d57f21626a";;"Note sur le multimedia ### ";"Imagette numérique ### ";"
"
"0f7e1dfa-8d0b-41e1-ab3a-48c27fa467d8";"";;;"
"
"0f87c2d0-f299-400a-854c-d950c46849f5";"";;;"
"
"0f8d8b6b-f13b-4ead-bbb5-d232a01b7aaf";;"Note sur l'exposition - 2011, Le Havre, Albert Bartholomé, Le Sculpteur et ### ";"n° 9 ### ";"
"
"0fa0c878-3151-4656-ac94-bb02d0562e4c";;"Note sur le multimedia ### ";"image extraite de la video ### ";"
"
"0fadfc0e-c980-4f99-a87a-2ea791d61686";"";;;"
"
"0fae9af7-d334-4864-b4c6-57f32f1b8616";"";;;"
"
