"";"sKNotes:notes";"item ### type";"item ### note";
"8943a78d-50ea-4c99-bb6d-ad63290b4ea4";"";;;"
"
"89475dcd-05ec-42c6-875a-8503a1422c74";;"Note sur l'exposition - 1984-1985, Grenoble, Musée, Achard. ###  ### Note sur l'exposition - 2008, La Tronche/Grenoble, Jean ACHARD : un paysag ###  ### Note sur l'exposition - 2011, Le Havre, La Jeunesse d'un musée ###  ### Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"1984-1985, Grenoble, Rétrospective Achard, Musée de peinture et de sculpture, 21 novembre - 7 janvier. ###  ### p. 60-61. ###  ### n° 9 ###  ### \"Dépôt de l'Etat en 1856, transfert de propriété de l'Etat à la ville du Havre, le 27 avril 2015.\" ###  ### Transfert accepté par délibération du conseil municipal du Havre du 14 juin 2011 ### ";"
"
"895cd504-98c2-4dc8-b1a1-5f846d899d8e";"";;;"
"
"8961ce66-196c-499e-9fee-6befe1f5338b";"";;;"
"
"89645137-f591-49b9-8590-567f59ceb7eb";"";;;"
"
"896e5627-abe9-4d5e-8f0b-59316b5d9cc5";"";;;"
"
"89708713-8d41-4371-833a-565c3d76b33a";;"Note sur les données patrimoniales ### ";"Don de l'artsite ### ";"
"
"897c47b1-e5dd-469f-baad-4fa4e507e839";"";;;"
"
"898c22af-06c4-456e-ae3d-1ceea7a4759a";"";;;"
"
"8997ede1-37d4-43b7-ac8b-6437d2f3c4fa";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 12/06/2015 ### ";"
"
"899e29d4-9ed3-4852-8ec8-89aeb167c57f";;"Note sur l'exposition - 1953-1954, Paris, MNAM, De Corot à nos jours ###  ### Note sur l'exposition - 1998, Miyota, Mercian Karuizawa ### ";"n° 68 ###  ### notice et repr. p. 52 ### ";"
"
"89a9e188-9622-49b6-a690-1e79b786277d";"";;;"
"
"89ca01a9-6d53-473c-912d-ae3d72323bf2";;"Note sur l'exposition - 2009, Le Havre, Henri-Edmond Cross ### ";"n° 26 p. 72-73 repr ### ";"
"
"89db6a3a-9c83-4ae7-8fb1-14eab1ead31e";"";;;"
"
"89ee3520-e5e6-4fad-bfa6-03cd99902d0b";"";;;"
"
"89f5a052-47be-458e-8b3c-aa911ab1e826";"";;;"
"
"8a01c4eb-9268-4290-9462-829dbfdae940";"";;;"
"
"8a17dc44-877d-4a6f-89ef-24a34234a957";"";;;"
"
"8a17e1d5-51dc-4d94-af1d-42183efba915";;"Récolement ### ";"Correspond au E 5 non localisé au moment du récolement, intitulé \"Portrait de M. Hebretins\" sur le catalogue Arnould.Don Bricet (orthographié Brisset sur cat. Arnould)Fusion des fiches E 5 et 2015.0.33 en août 2016VD 12/08/2016 ### ";"
"
"8a19452b-1801-4495-8866-4408c271e847";"";;;"
"
"8a3101c1-b703-4077-8f18-54bf02ee3e79";;"Note sur le statut juridique ### ";"Achat à la galerie \"La Demeure\" 6 place St Sulpice Paris ### ";"
"
"8a3d1dee-9759-416d-ba38-b9251e5008ff";;"Note sur l'exposition - 1880, Paris, Salon de 1880 ###  ### Note sur l'exposition - 2004, Saint-Riquier, Petites Gens, Grandes misères ###  ### Note sur l'exposition - 2009-2010, Paris, Fernand Pelez ###  ### Note sur le statut juridique ### ";"n°2912. Médaille de 1ère classe ###  ### Notice p. 127 ###  ### Reprod. n° 23, p. 54-55 ###  ### Inv. FNAC 528Oeuvre en dépôt de l'Etat non transférée à l'issu de la campgnage de récolement des dépôts de l'Etats en 2010. Cf. dossier dépots FNAC. VD 15/12/2010 ### ";"
"
"8a6661d2-cdef-4ddc-9d9b-dbd5fc255221";"";;;"
"
"8a90fbfb-2093-437c-a532-5f9d05e78033";;"Note sur l'exposition - 2011-2012, Le Havre, Les Territoires du désir ### ";"Repr. p. 26 ### ";"
"
"8aad6544-5573-4dcb-b2fa-ccbbc1d59379";"";;;"
"
"8ad16a56-c093-4b91-82c9-aefa663032fb";"";;;"
"
"8adafe12-660a-448c-998d-6918fc5efa8e";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ###  ### Export DMF ### ";"p. 45 du catalogue, ch. Animaux, sous le titre : Etude de vaches. Ciel peu prononcé. ###  ### n° 110 du catalogue, vignette en noir et blanc ### ";"
"
"8ae64101-99bb-4e97-9d73-f3900c7e3cec";;"Note sur les numéros d'identification ### ";"autres numéros au recto en haut à gauche : 4 et au verso, au centre : 40 ### ";"
"
"8afa3388-0d15-4c38-a8ce-84cb203e12ab";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement du 02/06/2015 ### ";"
"
"8b02bfaa-5d66-42fc-a3f9-e5985043176a";"";;;"
"
"8b0c4437-8aa2-4899-9014-d2c34380056d";"";;;"
"
"8b2008ef-47e0-4ca9-9871-de69d45f6fac";"";;;"
"
"8b38d6e2-41b9-4b21-913e-bce96f4cf9c5";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 17/06/2015 ### ";"
"
"8b3e48ff-1ee4-4205-8041-9f983c9ec9f2";"";;;"
"
"8b466f7e-78c9-4ee1-b16a-facc209c3b1c";"";;;"
"
"8b67196c-3378-4f15-a84d-2309a6105884";;"Note sur le multimedia ### ";"Cliché Florian Kleinefenn ### ";"
"
"8b69e0f1-b03e-4eb9-b97c-2cf2c35d9574";"";;;"
"
"8b71bebd-c89a-41cc-84ee-49517a30f237";;"Note sur le statut juridique ### ";"achat de la Ville ### ";"
"
"8b72590d-5c5a-4f0b-9f8c-5f2b6fdb0f27";"";;;"
"
"8b799f34-de01-4cb7-933f-c0faf36feb7d";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 12/06/2015 ### ";"
"
"8b806102-85b2-4507-940d-4aa60e7fe999";"";;;"
"
"8b8a7060-ec64-4a2d-b3e1-2ba6fe393c71";"";;;"
"
"8b8c9834-7067-481b-b3b9-9750112b4afa";"";;;"
"
"8b8d1676-f26e-4f99-b128-78cbd1149f70";;"Note sur le multimedia ### ";"Cliché Jean-Louis Coquerel ### ";"
"
"8b8f9484-1d30-4d5d-92f1-673ce18f4d75";"";;;"
"
"8b91aad7-f2f3-4c87-82e9-469cca9911aa";"";;;"
"
"8bb4f071-3f72-4ac5-968f-e65b8178fe8d";"";;;"
"
"8bc7b8dc-9556-41b9-9bed-82d72427578b";"";;;"
"
"8bcd6266-5c1b-4461-a4c4-7dd8e070734a";"";;;"
"
"8be595b6-136f-4bb5-ae1a-fc61e0f609f3";"";;;"
"
"8bf8e307-9b14-4ae4-9f81-e2e1a89ec562";"";;;"
"
"8c01600a-b36f-44b7-8833-a3a344103c4f";"";;;"
"
"8c2fa6ff-2f7e-4775-b319-b169f66a100d";;"Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2010, Le Havre, Degas inédit ###  ### Note sur l'exposition - 2013, Copenhague, Degas'method ### ";"s.n°. ###  ### s.n° ###  ### Fig. 6 p. 212, repr. n° 85 p. 300 ### ";"
"
"8c3b66b3-df78-4f8a-ab6a-d0ce1b897a79";"";;;"
"
"8c4739c5-b93e-4814-bf1b-8d8b6cd21dd4";;"Note sur l'exposition - 1959, Le Havre, Chambre de Commerce ###  ### Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1983, Ornans, Musée départemental ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ###  ### Note sur l'exposition - 1988, Caen, Musée des Beaux-Arts ###  ### Note sur l'exposition - 1998, Honfleur, Musée Eugène Boudin ###  ### Note sur l'exposition - 1998, Valenciennes, Musée des ... ###  ### Note sur l'exposition - 2013, Paris, Eugène BOUDIN ###  ### Export DMF ### ";"n° 20 du catalogue ###  ### p. 57 du catalogue, ch. Compositions avec personnages ###  ### n° 4 du catalogue ###  ### n° 209 du catalogue, vignette en noir et blanc ###  ### n° 48 ###  ### n° 144 du catalogue ###  ### n° 22 du catalogue ###  ### n° 40 pp. 166-167 repr. ### ";"
"
"8c56da16-d38c-4753-aa9b-7054617647b4";"";;;"
"
"8c587970-5c72-45bd-a155-0e28bdfd5326";;"Note sur l'exposition - 1975, Le Havre, Musée des Beaux-Arts du Havre ### ";"N° 67 du catalogue ### ";"
"
"8c5e2cec-c3a3-43ce-9fae-00ce859a96fa";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1980, Marcq-en-Baroeul, Septentrion ###  ### Note sur l'exposition - 1982, Villefranche sur Mer, E.Boudin ###  ### Note sur l'exposition - 1984-1985, Tokyo, Mitsukoshi, l'Aube de l'Impressi ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ###  ### Note sur l'exposition - 1992, Honfleur, Greniers à sel : Musée Eugène Boud ###  ### Note sur l'exposition - 1998, Valenciennes, Musée des ... ### ";"p. 50 du catalogue, ch. Animaux ###  ### n° 26 du catalogue ###  ### n° 3 du catalogue ###  ### n° 14 du catalogue, reprod. en coul. ###  ### n° 149 du catalogue, reprod. en noir et blanc ###  ### n° 87 du catalogue, repr. en coul. p.138 ###  ### n° 34 du catalogue ### ";"
"
"8c693a9f-0f8a-4763-9433-d7b4c3e0e411";"";;;"
"
"8c7e3339-22a3-4a57-bb37-fb1ae192df88";;"Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2012, Martigues, Marines du Nord ###  ### Note sur l'exposition - 2013, Roanne, Venise au XIXe ### ";"Cat.26, pp.74-75 repr. ###  ### Reprod. p.72 et notice p.85 ###  ### Notice p. 136, repr. p. 137 ### ";"
"
"8c97e22e-0f50-4050-965d-c70e9b94e705";"";;;"
"
"8cb4be75-998b-4d00-a220-2f3075be17c2";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ### ";"p. 53 du catalogue, ch. Animaux ###  ### n° 69 du catalogue, vignette en noir et blanc ### ";"
"
"8cb4eef8-ec25-4b21-8658-a080a3fa1e57";;"Note sur l'exposition - 2011-2012, Le Havre, Les Territoires du désir ### ";"Repr. couv et p. 103 ### ";"
"
"8cc103d5-5c56-4523-a507-6c100c5462ee";"";;;"
"
"8ccf3432-3233-4a25-9813-ba195974777a";"";;;"
"
"8cde14a9-d1e0-407f-8785-71a5556e3c0e";;"Note sur l'exposition - 1968, Paris, Comparaisons ### ";"Comparaisons - 2-28 avril 1968 ### ";"
"
"8cde6432-0a80-49b9-a2a3-568f879a6898";"";;;"
"
"8cf3b303-743a-4c47-8bcc-fcb36be20077";;"Note sur l'exposition - 2009, Le Havre, Henri-Edmond Cross ###  ### Note sur l'exposition - 2011-2012, Paris, H-E Cross. De Seurat à Matisse ### ";"n° 19 pp. 58-59 repr. ###  ### n° 102 p.194 repr. ### ";"
"
"8cfd771b-9d1f-418d-a050-cf4a9b0f5b10";"";;;"
"
"8d016373-6ed8-4490-9308-d7b0a3796bac";"";;;"
"
"8d194721-fa32-476b-9161-ecba93664b32";"";;;"
"
"8d2e0fd4-65a4-455a-9f5e-f5299c704d2d";"";;;"
"
"8d3164d8-30ff-4678-8605-780d6edd2f0d";"";;;"
"
"8d3c5ddf-9bd9-4aac-95bc-a4e68e747f0c";;"Note sur l'exposition - 1937, Paris, Exposition rétrospective Henri-Edmo ###  ### Note sur l'exposition - 2009, Le Havre, Henri-Edmond Cross ### ";"n° 115 à 119 (Dessins) ###  ### n° 22.2p.62-63 repr. ### ";"
"
"8d425d59-2064-4487-b40d-2dd6a8da4005";"";;;"
"
"8d45f2f3-da92-40d5-a4a6-c0984726398d";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 15/06/2015 ### ";"
"
"8d472939-a343-4118-a6f7-7f1168aeb735";;"Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ### ";"s.n° ### ";"
"
"8d659e21-4c6f-4074-b3e6-cd79d98ad54a";"";;;"
"
"8d696ed4-df26-4b23-b3c2-faced7f96fc5";"";;;"
"
"8d7c0092-b9a1-4017-80cb-c25beb3cdfb1";;"Date d'inscription au registre d'inventaire ### ";"15 novembre 2013 ### ";"
"
"8d87d966-5105-4d79-8c28-adc3f02c8b28";;"Note sur l'exposition - 1956, Nancy, Musée des Beaux-Arts, Dufy ###  ### Note sur l'exposition - 1963, Le Havre, Musée-Maison de la ###  ### Note sur l'exposition - 1967-1968, Tokyo, kyoto ###  ### Note sur l'exposition - 1973, Munich, Haus der Kunst, Dufy ###  ### Note sur l'exposition - 1973, Melun, Musée, La Musique dans la peinture ###  ### Note sur l'exposition - 1977, Le Havre, Musée des Beaux-Arts ###  ### Note sur l'exposition - 1985, Montrouge, 30è Salon ###  ### Note sur l'exposition - 1994, Tokyo, Musée de Bunkamura, Mer et musique ###  ### Note sur l'exposition - 1996, Vienne, Kunsthaus, Raoul Dufy ###  ### Note sur l'exposition - 2003, Céret, R. DUFY, du motif à la couleur ###  ### Note sur l'exposition - 2008, Paris, Raoul Dufy. Le plaisir ###  ### Note sur l'exposition - 2014, Tokyo, Raoul Dufy : rétrospective, ### ";"n° 48, d'après Lafaille M., Catalogue raisonné t.4 ###  ### n° 31 du catalogue ###  ### n° 79 du catalogue, d'après Lafaille M., Catalogue raisonné, t.4 ###  ### n° 61 du catalogue, d'après Lafaille M., Catalogue raisonné t.4 ###  ### n° 52 du catalogue, repr. en coul. page de couv. ###  ### n° 32 du catalogue ###  ### n° 37 du catalogue, repr. en noir et blanc ###  ### n° 108 du catalogue, repr. en coul. p. 136 ###  ### n° 39 du catalogue ###  ### Repr. en coul. p. 107, n° 54 du catalogue ###  ### N°117 repr. p.265 ###  ### n° 156 ### ";"
"
"8d893971-18be-4e3c-b95c-f4a2a8387fda";;"Note sur l'exposition - société des amis des arts, 1896, Le Havre ### ";"n° 843 p. 87 ### ";"
"
"8d94efe5-a54a-4993-8a86-c586bd133fb2";"";;;"
"
"8da15836-1b18-4247-a3f6-acae1756f99a";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"Diptyque ###  ### Achat à la Galerie Zabriskie 37, rue Quincampoix 75004 Paris ### ";"
"
"8dacb134-c3ef-4829-ab0c-bbd4948db26c";"";;;"
"
"8dae2e3b-6675-4e60-a1af-d3c18ebde5c1";;"Note sur l'exposition - 2007, Le Havre, Brasilia. Chandigarh. Le Havre ###  ### Note sur le statut juridique ### ";"Reprod p. 77 ###  ### Acquis avec 30 autres photographies en 2004 avec l'aide du Fonds Régional d'Acquisition des Musées de Haute-Normandie. ### ";"
"
"8daef5e3-c585-47aa-9d60-1f06df17e5ed";"";;;"
"
"8dcd5f2d-d156-4763-96e8-59e42ab935b7";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ###  ### Export DMF ### ";"p. 8 du catalogue, ch. Marines ###  ### n° 40 du catalogue, vignette en noir et blanc ### ";"
"
"8ddd5055-cd95-42d2-8540-5209274f7c3f";;"Note sur les numéros d'identification ### ";"NON VU au récolement 18/06/2015oeuvre réputée détruite ### ";"
"
"8de09f78-8062-473d-a6d6-738ab3c7fc55";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement du 02/06/2015 ### ";"
"
"8e022a95-98ab-4522-9000-c86ec719cd1a";;"Date d'inscription au registre des dépôts ###  ### Numéro d'inventaire du déposant ### ";"10 août 2011 ###  ### FNAC 09-594 ### ";"
"
"8e1e75c0-0f8c-453f-bee7-4de2b03d40ea";"";;;"
"
"8e2b2548-2123-4112-9b5d-d12a96777a7c";;"Note sur le statut juridique ### ";"Achat auprès de Mr M. Brahem demeurant 12 impasse Humblot, Villemonble ### ";"
"
"8e34bed3-cb6f-4c83-9d47-1f567e7663b6";"";;;"
"
"8e3c8901-cac8-441d-b44d-8e2e6d930df0";;"Note sur l'exposition - 1953-1954, Paris, MNAM, De Corot à nos jours ###  ### Note sur l'exposition - 1998, Miyota, Mercian Karuizawa ###  ### Export DMF ### ";"n°116 ###  ### notice p. 30, repr. p. 33 ### ";"
"
"8e5a42c3-b2c9-405e-a7b7-36f1d208989a";;"Note sur le statut juridique ### ";"Information tirée de l'inventaire.La fiche cartonnée indique \"Don de l'artiste en 1961\" ### ";"
"
"8e686ffd-2698-4176-959b-e90745ceabdb";;"Note sur l'exposition - 1913, Paris ###  ### Note sur l'exposition - 2009, Le Havre, Henri-Edmond Cross ### ";"n° 77 ###  ### s.n°. ### ";"
"
"8e78a98b-d965-4009-9e72-b2fdcd208268";;"Note sur le statut juridique ### ";"Acquis par Alphonse Saladin pour la galerie des Modernes ### ";"
"
"8e7c5b5a-0bbc-46d6-a5c8-9b948f59effd";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement du 02/06/2015 ### ";"
"
"8e89dfa8-617e-48d9-8d24-882fcbad0e61";;"Note sur le multimedia ### ";"Cliché Florian Kleinefenn ### ";"
"
"8e9a055c-ebeb-4b6d-a6f1-2677ce3e8114";"";;;"
"
"8e9fac7f-68a9-426d-ad66-f4f5860c59b4";"";;;"
"
"8eba32df-3272-464a-ae45-3f0d9f8c4897";;"Note sur les numéros d'identification ### ";"+ une partie de la clôture détachée ### ";"
"
"8ebceb93-c49d-4c4c-af95-d694efe984ce";"";;;"
"
"8ecc425d-9f76-453f-8c2a-7579589feff8";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"\"Dépôt de l'Etat en 1881, transfert de propriété de l'Etat à la ville du Havre, le 27 avril 2015.\" ###  ### Transfert accepté par délibération du conseil municipal du Havre du 14 juin 2011 ### ";"
"
"8ed5148f-9a28-4a45-8299-198eb03896d5";;"Note sur l'exposition - 2010, Le Havre, Le Havre. Images sur commande ###  ### Note sur le statut juridique ### ";"Repr. p. 37 ###  ### 14800 euros l'ensemble de 4 photographies de 2010.7.1 à2010.7.4 ### ";"
"
"8ef17d02-9f1c-4a35-a445-31fd8258b93f";"";;;"
"
"8ef2dbd4-05fa-4ac4-b9b6-2ef138a1b06f";;"Note sur l'exposition - 2009, Le Havre, Henri-Edmond Cross ### ";"n° 28 p. 76-77 repr ### ";"
"
"8f185e35-1ba2-4ef3-b4d4-ff836048db27";"";;;"
"
"8f32469b-f73d-44e3-8237-2858340feb43";"";;;"
"
"8f3c3387-5f62-4d1f-a402-bfc3eac9ce7f";;"Note sur l'exposition - 1952, Limoges, Hommage à Berthe Morisot et Pierre- ###  ### Note sur l'exposition - 1953-1954, Paris, MNAM, De Corot à nos jours ###  ### Note sur l'exposition - 1955, Florence, ###  ### Note sur l'exposition - 1965, Munich ###  ### Note sur l'exposition - 1988-1989, Japon, musées, galeries. ###  ### Note sur l'exposition - 1998, Miyota, Mercian Karuizawa ###  ### Note sur l'exposition - 1993, Tokyo ###  ### Note sur l'exposition - 2007, Nouvelle Orléans, Images de la femme dans la ###  ### Note sur l'exposition - 2012, Paris, Le Cercle de l'Art moderne ###  ### Note sur l'exposition - 2011-2012, Le Havre, Les Territoires du désir ###  ### Note sur le statut juridique ### ";"N°45, repr. pl. XXXI. ###  ### N°88. ###  ### N°91, fig.73 ###  ### N°220, repr. p.471 ###  ### N°32, repr. coul. p.73 ###  ### Notice p. 62, repr. p. 63 ###  ### N°8, repr. p.47 ###  ### Notice p.196, repr. p. 197. ###  ### Cat.47 p.137 repr. ###  ### Repr. p. 34 ###  ### [Unique statut mentionné comme statut Antérieur dans Micromusée et basculé comme statut Actuel pour la reprise] ### ";"
"
"8f3f59d5-2f06-44b7-aafa-ccec667d1485";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"Ancien Indice de classement : D ###  ### CF; (I-3) Cahier d'inventaire du musée du Havre, 1958 à 1971 : Date acquisition 1962/07/11 ; Date d'inscription au registre 1962/10/04 ### ";"
"
"8f458092-7673-45a6-a543-2b2b09ab3742";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 12/06/2015 ### ";"
"
"8f6adb72-656f-41ba-878c-ae726f295920";;"Note sur le statut juridique ### ";"500 francs donnés par la ville et 100 francs par Monsieur Dubosc ### ";"
"
"8f6ce283-cee3-4ff9-b4e7-e011fdd63537";"";;;"
"
"8f7564f9-ac46-4e06-b420-2fec507f4e14";"";;;"
"
"8f83c214-49a2-40d4-91f2-ad128e9bb09f";;"Note sur les numéros d'identification ### ";"1 - Théatre, cahier des charges2 - Le premier flic au Havre3 - Colonies scolaires de vacances4 - Train avec (Sénateurs ?)5 - Comédie6 - Conseil municipal ### ";"
"
"8fa56ed3-c9e5-4c6d-ba35-f7e1a818861e";"";;;"
"
"8fca5ccf-7620-4e50-9197-15c59d2d6901";"";;;"
"
"8fcac785-0291-4a87-8737-9ce0e2ba7194";;"Note sur le multimedia ### ";"photo prise à la sous-prefecture le 28/04/2015 ### ";"
"
"8fcd3030-6e85-4a4c-880e-c3f58289c802";"";;;"
"
"8feb51ab-0672-4836-8af5-73da70d9929d";;"Note sur les numéros d'identification ### ";"NON VU au récolement du FNAC 11/08/2004oeuvre présumée détruite ### ";"
"
"903ea09e-9d38-44b7-a102-1f0c655490fb";"";;;"
"
"904439e7-aac3-4044-a81b-96bc2e625897";"";;;"
"
"904d19f7-926c-4783-a131-d4cc125c5615";;"Note sur l'exposition - 2011, Le Havre, Construire le musée imaginaire ### ";"Repr. p. 235 ### ";"
"
"905ccc97-0189-4cdf-8c8d-356f658b9027";"";;;"
"
"908c6319-cc54-422a-9550-feb5da434449";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"\"Dépôt de l'Etat le 23 juillet 1896, transfert de propriété de l'Etat à la ville du Havre, le 27 avril 2015.\" ###  ### Transfert accepté par délibération du conseil municipal du Havre du 14 juin 2011 ### ";"
"
"908c7635-0673-4be3-ad09-41c3f4646583";;"Note sur l'exposition - 1959, Le Havre, Chambre de Commerce ###  ### Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1980, Marcq-en-Baroeul, Septentrion ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ###  ### Note sur l'exposition - 1998, Honfleur, Musée Eugène Boudin ### ";"n° 56 du catalogueSous le titre : Nature morte. Fleurs dans un verre. ###  ### p. 55 du catalogue, ch. Natures mortes ###  ### n° 5 du catalogue ###  ### n° 17 du catalogue, vignette en noir et blanc ###  ### n° 19 du catalogue, repr. en coul. p. 56 ### ";"
"
"909466c3-e7cc-4b46-9012-e47d512897d8";"";;;"
"
"90b3f69b-151a-4183-b433-a480011ca000";"";;;"
"
"90cb95e1-ea5f-45a0-a380-b068bcf5ee28";"";;;"
"
"90cc75ef-aba8-45cf-8d8f-e82024292213";"";;;"
"
"90fad335-049d-482c-ab4c-06be069249c2";"";;;"
"
"91277cdb-b8ba-46f2-b650-c8b5360ad47f";"";;;"
"
"914cfb56-5112-4719-a9ad-93e76ec0f1ed";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"Une série de 7 ###  ### Pour la somme de 35 000, 00 francs la série de 7. ### ";"
"
"91780166-c6f5-4d1e-86c8-3fe84728bdf0";;"Note sur le statut juridique ### ";"Acquisition par Alphonse Saladin pour la galerie des Modernes ### ";"
"
"9178207a-d65c-4da7-a940-523867d38648";"";;;"
"
"9179468b-c70e-4a1b-a9db-ced3fb8a12a8";;"Note sur l'exposition - 2009, Le Havre, Henri-Edmond Cross ### ";"n° 25 p. 70-71 repr ### ";"
"
"917dac59-fc09-4d9a-925d-9260b155e09d";"";;;"
"
"918389c1-b29e-4071-855c-44a9ca3b2025";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 18/06/2015Figure sur l’ancien inventaire mais pas dans le fichier d’après-guerre ### ";"
"
"9188ff3b-6f8f-4680-8a93-539b7b57fcab";"";;;"
"
"91a27e97-ca75-4eb3-ad10-0c508f2502a7";"";;;"
"
"91a3b313-5adb-4d44-ba63-699f213aaea2";"";;;"
"
"91aaf163-ee13-47d9-b31b-a49ebafe3364";"";;;"
"
"91aafbe7-5f18-4d19-bb1f-4022e2d3a9d4";;"Note sur le statut juridique ### ";"Achat de la ville100 Fr prix du lot de quatre aquarelles (n° 644 à 647). ### ";"
"
"91b82bd9-9d60-4f6e-9c69-68b466e53bfa";"";;;"
"
"91e604a4-d0f7-409f-9c71-10291e82fbf3";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 15/06/2015 ### ";"
"
"91e6aac5-967d-4bc9-b073-96a9319ac805";;"Note sur l'exposition - 2011, Le Havre, Autour du Meuble à fards de Ruhlma ### ";"n° 23 ### ";"
"
"91f89b98-02de-4e09-b139-d99563aab271";"";;;"
"
"9225cef5-54f7-4209-b949-c57dec23fc38";"";;;"
"
"9237b0a8-688e-4cec-a39c-382be1e07039";"";;;"
"
"923dab2c-4551-4cb7-aff1-fad8f9b5cfb4";;"Note sur l'exposition - 1937, Paris, Exposition rétrospective Henri-Edmo ###  ### Note sur l'exposition - 1961, Paris ###  ### Note sur l'exposition - 2009, Le Havre, Henri-Edmond Cross ### ";"n° 96 ###  ### Peut-être n° 24 bis (La Ferme) ###  ### n° 21 pp. 60-61 repr. ### ";"
"
"924e2b16-3e5f-4da8-bca1-01f7d20129a7";"";;;"
"
"92844a2a-c3c0-419b-9ad1-f8026a19679e";"";;;"
"
"92967eee-fe68-4aa6-a1cb-273c7decc78a";;"Note sur l'exposition - 2008, Paris, Raoul Dufy. Le plaisir ### ";"N°1 reprod. p.17 ### ";"
"
"92a49e2a-34ab-44ed-a1b4-10b4b653a871";"";;;"
"
"92b4eb1d-2960-4e86-ad5f-508d31413f03";"";;;"
"
"92c2d4bc-6d09-42fa-a3d9-ffd5944b612b";;"Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ### ";"s.n° ### ";"
"
"92c5afd1-93f7-4608-bd88-a21c2a9e3fab";"";;;"
"
"92eaceed-8eef-4c16-b2de-84d518711dd1";"";;;"
"
"9310ad0c-ae66-4008-adcf-28684dd4a520";"";;;"
"
"931831cf-9732-46df-a63f-3ee13df8fb53";"";;;"
"
"93667c5f-a8e8-4728-bb5a-f472a9a1d566";"";;;"
"
"93715ec3-73da-4fa7-ab2b-31875f16dd06";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ### ";"p. 45 du catalogue, ch. Animaux ###  ### n° 115 du catalogue, vignette en noir et blanc ### ";"
"
"9383a248-df98-460b-9975-2eaefd431991";;"Note sur l'exposition - 2015, Versailles, Charles de La Fosse ###  ### Note sur le statut juridique ### ";"Fig. 1 ###  ### Achat chez Maître Dupuy à Honfleur ### ";"
"
"9384b11a-ea05-4c0b-8be1-f2c365dcbf3a";"";;;"
"
"938d5244-1b61-40e9-8a5c-f97144094008";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"\"Dépôt de l'Etat en 1896, transfert de propriété de l'Etat à la ville du Havre, le 27 avril 2015.\" ###  ### Transfert accepté par délibération du conseil municipal du Havre du 14 juin 2011 ### ";"
"
"93af5a0e-9e21-4f64-b45e-b8b91f224e61";"";;;"
"
"93c9491d-5bfd-4f6d-87c2-7d447e6082f6";"";;;"
"
"93cb6a36-6dcf-430a-932b-8d1f23ea620c";"";;;"
"
"93e7e623-065a-43e0-aa97-257b8ff8d45a";;"Note sur les numéros d'identification ### ";"Créee sans fiche papier ### ";"
"
